i,Qual,tx,ty,o1x,o1y,o2x,o2y,o3x,o3y,px,py,pz,qx,qy,qz,qw
0,0,-1.64939,-25.4653,-6.14315,-6.82522,5919910000000000,-1.87379,-6.3414,-13.8433,18.9527,49.1626,50.6391,0.0295454,0.987308,-0.155993,-0.00397789
1,0,-1.77672,-25.7945,-6.14315,-6.82522,5919910000000000,-1.87379,-6.3414,-13.8433,19.1661,49.2329,50.7423,0.0300876,0.987513,-0.154519,-0.00606293
2,0,-1.77672,-25.7945,-5.54438,-6.88568,5919910000000000,-1.87379,-5.62278,-13.9553,19.1661,49.2329,50.7423,0.0300876,0.987513,-0.154519,-0.00606293
3,0,-1.24471,-26.7531,-5.54438,-6.88568,5919910000000000,-1.87379,-5.62278,-13.9553,19.2023,49.1936,50.6133,0.0293626,0.988192,-0.150332,-0.00376968
4,0,-1.5148,-26.5532,-5.54438,-6.88568,5919910000000000,-1.87379,-5.62278,-13.9553,19.2582,49.2435,50.6963,0.0297399,0.988033,-0.151248,-0.00548347
5,0,-1.24853,-27.23,-5.54438,-6.88568,5919910000000000,-1.87379,-5.62278,-13.9553,19.3028,49.2138,50.5929,0.0296102,0.988486,-0.14832,-0.00444108
6,0,-1.24853,-27.23,-5.78366,-7.39653,5919910000000000,-1.87379,-6.16113,-14.6436,19.3028,49.2138,50.5929,0.0296102,0.988486,-0.14832,-0.00444108
7,0,-1.36969,-27.198,-5.78366,-7.39653,5919910000000000,-1.87379,-6.16113,-14.6436,19.3444,49.222,50.6139,0.0302973,0.988446,-0.148426,-0.00511113
8,5,-2.69213,-25.4971,-5.40647,-7.42902,-5.40999,-7.51438,-5.70582,-14.7064,19.2545,48.974,50.5331,0.0337155,0.987297,-0.154927,-0.0102494
9,8,-2.69213,-25.4971,-5.40647,-7.42902,-5.40999,-7.51438,-5.70582,-14.7064,19.2545,48.974,50.5331,0.0337155,0.987297,-0.154927,-0.0102494
10,5,-2.65508,-26.5983,-6.14484,2.27351,-6.09668,2.23034,-2.07192,-1.37668,18.9232,48.6817,49.9778,0.0282089,0.988223,-0.150072,-0.00990642
11,0,-3.02418,-26.3984,-6.14484,2.27351,-6.09668,2.23034,-2.07192,-1.37668,18.8765,48.6573,49.9318,0.0282231,0.988064,-0.150995,-0.0115326
12,0,-3.48627,-26.221,-6.14484,2.27351,-6.09668,2.23034,-2.07192,-1.37668,18.8088,48.6576,49.9667,0.0290446,0.987924,-0.151627,-0.0130945
13,0,-3.82377,-27.0272,-6.14484,2.27351,-6.09668,2.23034,-2.07192,-1.37668,18.7653,48.6106,49.8473,0.028356,0.988471,-0.147994,-0.0148037
14,5,-4.68582,-27.2321,-7.55942,-8.16716,-7.57321,-8.2543,-8.73826,-15.6132,18.533,48.5468,49.6158,0.0291258,0.9885,-0.147391,-0.0171903
15,8,-4.7795,-26.7294,-7.55942,-8.16716,-7.57321,-8.2543,-8.73826,-15.6132,18.5213,48.5294,49.5675,0.0292739,0.988125,-0.149807,-0.0176042
16,0,-4.62009,-27.1977,-7.55942,-8.16716,-7.57321,-8.2543,-8.73826,-15.6132,18.4787,48.5363,49.571,0.028747,0.988481,-0.147662,-0.0165776
17,5,-4.94939,-27.1304,-8.09194,-8.31298,-8.10807,-8.40038,-9.47107,-15.7871,18.4247,48.4867,49.4782,0.028615,0.98841,-0.147996,-0.0179926
18,8,-4.84663,-27.2749,-8.09194,-8.31298,-8.10807,-8.40038,-9.47107,-15.7871,18.4662,48.5313,49.5702,0.0292319,0.988515,-0.147239,-0.0174574
19,5,-5.44204,-27.0641,-8.43138,-8.44285,-8.4492,-8.53057,-9.95551,-15.9486,18.4119,48.5017,49.5231,0.0294213,0.988318,-0.148175,-0.0201514
20,8,-5.2487,-27.0618,-8.43138,-8.44285,-8.4492,-8.53057,-9.95551,-15.9486,18.3916,48.4563,49.4214,0.0284828,0.988337,-0.14833,-0.0194075
21,4,-6.07806,-26.8521,-8.68995,-8.52566,-8.70896,-8.61358,-10.317,-16.0495,18.3305,48.4573,49.4523,0.0296105,0.988113,-0.14911,-0.0228453
22,5,-6.77377,-26.9319,-8.87586,-8.58475,-8.89573,-8.67279,-10.5766,-16.1214,18.2771,48.4509,49.4646,0.0310374,0.98809,-0.148547,-0.0254612
23,8,-6.98686,-26.9986,-8.87586,-8.58475,-8.89573,-8.67279,-10.5766,-16.1214,18.2264,48.4071,49.3883,0.0312066,0.988117,-0.148222,-0.0261181
24,0,-7.63529,-26.9668,-8.87586,-8.58475,-8.89573,-8.67279,-10.5766,-16.1214,18.1168,48.4318,49.5016,0.032464,0.988058,-0.147983,-0.0280769
25,5,-10.5398,-26.8732,-9.30199,-8.47608,-9.3225,-8.56339,-11.0572,-15.9518,17.8401,48.4364,49.5063,0.0363435,0.987516,-0.148095,-0.0394975
26,8,-10.0086,-26.6846,-9.30199,-8.47608,-9.3225,-8.56339,-11.0572,-15.9518,17.9506,48.4,49.4389,0.0351775,0.987456,-0.149116,-0.0381746
27,5,-13.3134,-27.1741,-9.88806,-8.11025,-9.90825,-8.19567,-11.6166,-15.4221,17.6622,48.4398,49.5017,0.0403793,0.987093,-0.14641,-0.0508092
28,8,-13.3342,-26.7882,-9.88806,-8.11025,-9.90825,-8.19567,-11.6166,-15.4221,17.6425,48.4397,49.5096,0.0402178,0.986829,-0.148186,-0.0509124
29,5,-16.5945,-26.9605,-11.504,-8.54561,-11.5312,-8.63177,-13.837,-15.9401,17.4865,48.4668,49.548,0.0452551,0.985997,-0.147012,-0.0644089
30,8,-16.8342,-27.6622,-11.504,-8.54561,-11.5312,-8.63177,-13.837,-15.9401,17.2586,48.4956,49.5897,0.0455733,0.986538,-0.143676,-0.063434
31,4,-20.4317,-27.1316,-13.1252,-8.7118,-13.1579,-8.79755,-15.9376,-16.0891,16.9925,48.5529,49.6698,0.0502829,0.984959,-0.145808,-0.077892
32,5,-22.7328,-27.2405,-14.0204,-8.78982,-14.056,-8.87529,-17.0909,-16.1525,16.8892,48.5661,49.6835,0.0537117,0.984104,-0.145056,-0.0872532
33,8,-24.2887,-27.961,-14.0204,-8.78982,-14.056,-8.87529,-17.0909,-16.1525,16.7327,48.5357,49.5653,0.0550748,0.983956,-0.141925,-0.0930334
34,8,-25.3515,-27.355,-14.0204,-8.78982,-14.056,-8.87529,-17.0909,-16.1525,16.6049,48.6024,49.7214,0.0571351,0.98315,-0.14429,-0.0966055
35,5,-27.7686,-27.4234,-17.3773,-9.25872,-17.4248,-9.34369,-21.499,-16.6319,16.4308,48.6119,49.7318,0.0606777,0.982097,-0.143665,-0.105662
36,8,-27.9387,-28.1221,-17.3773,-9.25872,-17.4248,-9.34369,-21.499,-16.6319,16.3668,48.6194,49.7499,0.0604933,0.982554,-0.140481,-0.105799
37,0,-30.3772,-27.4911,-17.3773,-9.25872,-17.4248,-9.34369,-21.499,-16.6319,16.1586,48.6269,49.7481,0.0642145,0.98095,-0.143026,-0.114708
38,5,-32.4272,-27.274,-20.4232,-9.31285,-20.4793,-9.39579,-25.3244,-16.5581,16.0415,48.613,49.7335,0.0668892,0.979703,-0.143756,-0.122648
39,8,-31.6466,-27.5046,-20.4232,-9.31285,-20.4793,-9.39579,-25.3244,-16.5581,16.0595,48.6475,49.8017,0.066273,0.980335,-0.142658,-0.119168
40,0,-34.5746,-27.0527,-20.4232,-9.31285,-20.4793,-9.39579,-25.3244,-16.5581,15.8793,48.5938,49.7134,0.069559,0.978385,-0.144476,-0.130579
41,5,-35.6107,-27.1057,-27.0779,-9.63483,-27.1531,-9.71389,-33.7775,-16.676,15.81,48.6029,49.7773,0.0711032,0.977867,-0.143876,-0.134242
42,8,-35.9993,-26.9187,-27.0779,-9.63483,-27.1531,-9.71389,-33.7775,-16.676,15.7085,48.6072,49.8436,0.0717475,0.977635,-0.144369,-0.135056
43,8,-36.8255,-27.0902,-27.0779,-9.63483,-27.1531,-9.71389,-33.7775,-16.676,15.6367,48.6255,49.9372,0.0726463,0.977332,-0.143275,-0.137903
44,5,-41.8041,-25.7397,-33.1797,-9.35756,-33.2686,-9.43062,-41.2598,-15.9997,15.1954,48.5269,50.034,0.07909,0.973586,-0.147576,-0.15523
45,8,-41.9702,-26.16,-33.1797,-9.35756,-33.2686,-9.43062,-41.2598,-15.9997,15.2118,48.457,49.8486,0.078862,0.973708,-0.146063,-0.156012
46,5,-42.947,-25.2829,-35.4871,-8.99763,-35.5797,-9.06743,-43.9693,-15.3945,15.1498,48.4594,49.9051,0.080576,0.972457,-0.149523,-0.15962
47,8,-43.4133,-25.1113,-35.4871,-8.99763,-35.5797,-9.06743,-43.9693,-15.3945,15.0599,48.4977,50.0867,0.0807962,0.972164,-0.149824,-0.161
48,0,-44.1296,-24.3092,-35.4871,-8.99763,-35.5797,-9.06743,-43.9693,-15.3945,14.9683,48.4665,50.0703,0.0822876,0.971177,-0.152979,-0.163223
49,5,-44.7938,-23.8565,-36.7076,-10.4646,-36.81,-10.539,-46.1806,-17.3452,14.8683,48.4624,50.149,0.0836648,0.970534,-0.154379,-0.16502
50,8,-44.4877,-22.6401,-36.7076,-10.4646,-36.81,-10.539,-46.1806,-17.3452,14.8831,48.4383,50.075,0.0831809,0.969733,-0.160055,-0.164564
51,5,-46.0654,-22.804,-31.5785,-24.4414,-31.7322,-24.5695,-46.3436,-36.7445,14.8247,48.3995,50.0236,0.0852393,0.968768,-0.158973,-0.170147
52,8,-45.4169,-23.4222,-31.5785,-24.4414,-31.7322,-24.5695,-46.3436,-36.7445,14.7932,48.4593,50.208,0.0850413,0.969883,-0.155778,-0.166816
53,5,-45.8567,-22.799,-32.3717,-29.4708,-32.5469,-29.6136,-49.6943,-43.597,14.7579,48.4242,50.1952,0.0857579,0.96913,-0.158259,-0.168483
54,8,-47.7047,-22.963,-32.3717,-29.4708,-32.5469,-29.6136,-49.6943,-43.597,14.743,48.3452,49.9516,0.0872945,0.967767,-0.157885,-0.175722
55,5,-46.5191,-22.5629,-34.3336,-29.4599,-34.5122,-29.6006,-52.1367,-43.4867,14.7478,48.3117,49.9542,0.0862318,0.968404,-0.159508,-0.171219
56,8,-46.3129,-22.1645,-34.3336,-29.4599,-34.5122,-29.6006,-52.1367,-43.4867,14.7134,48.38,50.1791,0.0864737,0.968367,-0.160738,-0.170148
57,0,-45.3376,-22.1418,-34.3336,-29.4599,-34.5122,-29.6006,-52.1367,-43.4867,14.755,48.2615,49.9581,0.085167,0.969016,-0.161127,-0.166711
58,8,-45.3376,-22.1418,-35.4193,-28.9742,-35.598,-29.1124,-53.2632,-42.7686,14.755,48.2615,49.9581,0.085167,0.969016,-0.161127,-0.166711
59,5,-43.5763,-21.9628,-36.1732,-28.6879,-36.3521,-28.8244,-54.0692,-42.3396,14.7885,48.2479,49.9989,0.0820592,0.970147,-0.162228,-0.160512
60,8,-43.1832,-21.3062,-36.1732,-28.6879,-36.3521,-28.8244,-54.0692,-42.3396,14.8323,48.2709,50.1731,0.0823616,0.969931,-0.164556,-0.159284
61,0,-41.6964,-21.6698,-36.1732,-28.6879,-36.3521,-28.8244,-54.0692,-42.3396,14.8945,48.2048,50.1282,0.0789472,0.971228,-0.163321,-0.154305
62,5,-39.7821,-21.8741,-37.0708,-27.6743,-37.2475,-27.8068,-54.7132,-40.9072,15.0436,48.124,50.0789,0.0747639,0.972559,-0.162858,-0.14838
63,8,-41.4946,-20.8524,-37.0708,-27.6743,-37.2475,-27.8068,-54.7132,-40.9072,14.9945,48.0995,49.9533,0.0769428,0.970495,-0.167568,-0.155375
64,5,-38.275,-20.4613,-36.8083,-26.9591,-36.9819,-27.0897,-54.05,-39.9401,15.1484,48.0305,49.9217,0.0706065,0.972205,-0.170132,-0.144524
65,8,-37.9444,-22.0833,-36.8083,-26.9591,-36.9819,-27.0897,-54.05,-39.9401,15.1607,48.0605,50.0402,0.0705766,0.973837,-0.162386,-0.142447
66,5,-34.3412,-21.5536,-35.1219,-26.4217,-35.2903,-26.5524,-51.6937,-39.2856,15.3912,47.9576,49.9401,0.0616853,0.975411,-0.166025,-0.131163
67,8,-35.018,-20.0365,-35.1219,-26.4217,-35.2903,-26.5524,-51.6937,-39.2856,15.364,47.9338,49.8773,0.0642582,0.973753,-0.172667,-0.13365
68,4,-30.7201,-20.9849,-34.9915,-26.401,-35.1596,-26.5318,-51.5214,-39.2637,15.6811,47.8281,49.8142,0.0527803,0.976769,-0.169628,-0.119849
69,8,-30.7201,-20.9849,-33.0131,-26.0715,-33.1762,-26.2033,-48.8986,-38.9083,15.6811,47.8281,49.8142,0.0527803,0.976769,-0.169628,-0.119849
70,8,-29.3717,-20.6809,-33.0131,-26.0715,-33.1762,-26.2033,-48.8986,-38.9083,15.7661,47.7835,49.7086,0.0505574,0.977171,-0.17139,-0.114917
71,5,-26.1042,-20.6891,-30.2132,-26.1795,-30.3713,-26.3145,-45.4563,-39.1923,15.977,47.7336,49.6571,0.043735,0.978706,-0.171983,-0.103173
72,8,-26.9723,-21.0123,-30.2132,-26.1795,-30.3713,-26.3145,-45.4563,-39.1923,15.9297,47.7313,49.6508,0.0449419,0.978566,-0.170395,-0.106559
73,0,-22.8694,-20.6798,-30.2132,-26.1795,-30.3713,-26.3145,-45.4563,-39.1923,16.1964,47.6818,49.6036,0.0369045,0.980057,-0.172544,-0.0914091
74,8,-22.8694,-20.6798,-27.6453,-25.3175,-27.7946,-25.4523,-41.848,-38.136,16.1964,47.6818,49.6036,0.0369045,0.980057,-0.172544,-0.0914091
75,0,-21.4379,-20.386,-27.6453,-25.3175,-27.7946,-25.4523,-41.848,-38.136,16.3801,47.6292,49.525,0.0334952,0.980279,-0.174222,-0.0870558
76,0,-19.7567,-19.2299,-27.6453,-25.3175,-27.7946,-25.4523,-41.848,-38.136,16.5585,47.546,49.4069,0.0278907,0.979786,-0.180171,-0.0823418
77,8,-19.7567,-19.2299,-24.4647,-24.5546,-24.604,-24.6899,-37.5219,-37.2451,16.5585,47.546,49.4069,0.0278907,0.979786,-0.180171,-0.0823418
78,8,-17.4318,-19.1189,-24.4647,-24.5546,-24.604,-24.6899,-37.5219,-37.2451,16.6556,47.5224,49.3877,0.0238507,0.980537,-0.180804,-0.0727235
79,0,-15.8934,-18.9425,-24.4647,-24.5546,-24.604,-24.6899,-37.5219,-37.2451,16.8556,47.4811,49.4062,0.019842,0.980825,-0.181578,-0.0679595
80,8,-15.8934,-18.9425,-21.2533,-24.1935,-21.3837,-24.3306,-33.3459,-36.9063,16.8556,47.4811,49.4062,0.019842,0.980825,-0.181578,-0.0679595
81,0,-12.4934,-19.6983,-21.2533,-24.1935,-21.3837,-24.3306,-33.3459,-36.9063,17.153,47.4146,49.4001,0.0129973,0.98243,-0.177798,-0.0552301
82,8,-12.4934,-19.6983,-18.0425,-23.8413,-18.1638,-23.9801,-29.175,-36.5798,17.153,47.4146,49.4001,0.0129973,0.98243,-0.177798,-0.0552301
83,0,-10.2137,-19.3719,-18.0425,-23.8413,-18.1638,-23.9801,-29.175,-36.5798,17.3337,47.3396,49.295,0.007866,0.982631,-0.179413,-0.0467529
84,0,-8.54684,-18.9176,-18.0425,-23.8413,-18.1638,-23.9801,-29.175,-36.5798,17.5236,47.2985,49.2804,0.00454388,0.982549,-0.181418,-0.0407984
85,8,-8.54684,-18.9176,-14.9224,-23.2905,-15.0335,-23.4301,-25.0239,-35.9767,17.5236,47.2985,49.2804,0.00454388,0.982549,-0.181418,-0.0407984
86,5,-5.06681,-18.7736,-8.78029,-22.7508,-8.8731,-22.8932,-17.1079,-35.5355,17.7674,47.2486,49.2299,-0.00126141,0.982955,-0.181912,-0.0265677
87,8,-5.98254,-18.1822,-8.78029,-22.7508,-8.8731,-22.8932,-17.1079,-35.5355,17.8069,47.2317,49.2188,-0.00114205,0.982266,-0.184789,-0.0317207
88,5,-3.12228,-18.1075,-1.17573,-29.3316,-1.2795,-29.5013,-10.7104,-44.9216,17.9451,47.2074,49.1932,-0.00565859,0.982538,-0.184969,-0.0193515
89,8,-1.4466,-18.6112,-1.17573,-29.3316,-1.2795,-29.5013,-10.7104,-44.9216,18.1085,47.1788,49.1592,-0.0070664,0.983128,-0.182364,-0.0123306
90,0,0.0857198,-18.0038,-1.17573,-29.3316,-1.2795,-29.5013,-10.7104,-44.9216,18.3103,47.1432,49.1253,-0.0101741,0.982639,-0.185118,-0.00697901
91,5,5.83295,-17.8577,-1.85605,-20.625,-1.91956,-20.7645,-7.47164,-32.9593,18.7993,47.1001,49.0874,-0.0209477,0.982354,-0.185211,0.0154812
92,8,5.42387,-17.8428,-1.85605,-20.625,-1.91956,-20.7645,-7.47164,-32.9593,18.8265,47.1106,49.1402,-0.0206097,0.9824,-0.185176,0.0132294
93,0,9.28441,-17.5986,-1.85605,-20.625,-1.91956,-20.7645,-7.47164,-32.9593,19.1643,47.0706,49.0747,-0.0271646,0.981782,-0.185896,0.0284261
94,8,9.28441,-17.5986,0.701614,-20.033,0.648276,-20.1717,-4.00285,-32.2723,19.1643,47.0706,49.0747,-0.0271646,0.981782,-0.185896,0.0284261
95,5,13.7043,-17.4017,3.99186,-19.6415,3.94982,-19.7805,0.285671,-31.8958,19.5231,47.0587,49.0946,-0.0377946,0.980836,-0.185841,0.0446725
96,8,14.3049,-17.5504,3.99186,-19.6415,3.94982,-19.7805,0.285671,-31.8958,19.6428,47.0485,49.0581,-0.0381292,0.980867,-0.185122,0.0466482
97,5,17.6965,-16.7958,7.11566,-19.0001,7.08581,-19.1381,4.48391,-31.1687,19.8533,47.0451,49.0994,-0.0471266,0.979312,-0.187646,0.0592948
98,8,18.4037,-17.1317,7.11566,-19.0001,7.08581,-19.1381,4.48391,-31.1687,20.0305,47.0419,49.1227,-0.0484103,0.979519,-0.185715,0.0609021
99,0,21.4826,-15.9407,7.11566,-19.0001,7.08581,-19.1381,4.48391,-31.1687,20.3006,47.0378,49.1872,-0.0561122,0.977513,-0.190124,0.0719267
100,5,23.8507,-15.4228,10.7144,-18.4569,10.6976,-18.5943,9.22855,-30.5993,20.4645,47.0301,49.1996,-0.0621123,0.976194,-0.191599,0.0804841
101,0,26.3685,-14.8671,10.7144,-18.4569,10.6976,-18.5943,9.22855,-30.5993,20.7103,47.0184,49.2182,-0.0681054,0.974765,-0.193052,0.0890324
102,5,30.9264,-14.0499,14.5723,-17.7221,14.5702,-17.8579,14.3864,-29.7799,21.0905,47.0427,49.3257,-0.0777325,0.972104,-0.194739,0.105108
103,8,29.6562,-14.5962,14.5723,-17.7221,14.5702,-17.8579,14.3864,-29.7799,20.9741,47.0514,49.3369,-0.0760829,0.97318,-0.192561,0.100262
104,5,35.3975,-12.7907,18.4811,-16.9571,18.4938,-17.0909,19.622,-28.9215,21.3017,47.0219,49.266,-0.0867214,0.968558,-0.198761,0.121938
105,8,35.4089,-13.2082,18.4811,-16.9571,18.4938,-17.0909,19.622,-28.9215,21.3659,47.0603,49.4035,-0.0873315,0.969093,-0.196356,0.121146
106,5,39.2527,-12.2745,22.7515,-15.8842,22.7814,-16.0146,25.4532,-27.659,21.5162,47.061,49.4016,-0.0949277,0.965978,-0.198838,0.135423
107,8,41.4972,-10.8945,22.7515,-15.8842,22.7814,-16.0146,25.4532,-27.659,21.7301,46.9833,49.1732,-0.0973042,0.963314,-0.204833,0.143535
108,0,43.6786,-11.2592,22.7515,-15.8842,22.7814,-16.0146,25.4532,-27.659,21.944,47.0631,49.396,-0.102498,0.962594,-0.201264,0.149663
109,0,37.697,-10.5979,40.0336,-11.0487,22.7814,-16.0146,49.2837,-21.8731,21.0866,46.518,49.2271,-0.0828267,0.965259,-0.206709,0.136698
110,8,53.3791,-9.26091,40.0336,-11.0487,40.1297,-11.1612,49.2837,-21.8731,22.6576,46.9963,49.379,-0.114118,0.954726,-0.205723,0.182078
111,8,26.4609,-12.2495,35.1685,-10.575,35.2564,-10.6857,43.4365,-20.9878,20.966,46.4798,49.221,-0.0514859,0.972968,-0.204392,0.0943743
112,5,22.326,-11.9996,31.2482,-11.1027,31.3243,-11.2153,38.298,-21.5204,20.5951,46.3952,49.1247,-0.0437716,0.974232,-0.206512,0.0794266
